1,47514791.47547786,41167768.0573439
2,53927477.541687205,43470261.366838954
3,53927477.541687205,45746038.176628895
4,53927477.541687205,47768360.14333765
5,54330458.03746439,50064156.424301855
6,57189095.52664835,51984350.94433693
7,58760582.15447003,53751245.5627359
8,58840222.64366171,55389746.900816485
9,59359873.5365451,56548589.0215225
10,59724615.97179805,57646482.474589445
11,61674627.50200395,58592678.9051796
12,62330551.650552206,59393792.54314492
13,62497819.59185099,60098127.84337128
14,63964911.62967757,60851704.515320204
15,64152001.603478335,61531438.082092024
16,64706969.50685947,62474333.09354735
17,65320949.55682399,63342231.2743111
18,65555313.83281016,64013181.10854058
19,65825462.84906214,64656864.23717519
20,66086147.67885229,65037911.98394988
21,66259802.873177595,65391147.45640522
22,66382549.251546815,65675842.82786267
23,66749878.81296302,65950069.018582195
24,67053187.15384774,66173690.12666286
25,67157209.10628627,66384325.53972823
26,67559819.05878554,66679433.92844405
27,67631342.65080968,66896368.4282094
28,67852558.36769812,67135741.73949209
29,67878202.44731817,67380938.67245983
30,67982888.31832024,67518466.18508428
31,68134880.94503978,67634816.04741636
32,68290936.52178378,67803826.33531879
33,68427068.12661554,67935612.70463291
34,68427068.12661554,68097540.26939695
35,68675296.40351793,68183634.43779892
36,68843132.14619121,68295538.6206829
37,69294988.70665564,68409472.52336054
38,69971982.84583016,68641120.72731967
39,70256533.86482081,68847243.68219437
40,70959090.91108795,69141539.45454015
41,71466984.7059964,69686176.306789
42,71680937.44171904,70185638.27939524
43,72340339.49286725,70670062.5287178
44,72372290.12307502,71145409.4430857
45,72576563.88594544,71485687.78173195
46,72962524.18151462,71836229.44302283
47,73058749.79331733,72134576.28512487
48,73198921.53675528,72432485.30616096
49,73419607.28615238,72633032.98058213
50,73585564.2142785,72865382.25590684
51,74197150.844511,73087171.13712613
52,74301898.23913048,73250648.24944967
53,74444871.5602817,73476371.53472014
54,74560386.07278231,73701294.93248613
55,74560386.07278231,74049030.15736473
56,74716479.4649675,74251209.731894
57,74748707.79344827,74350295.63450322
58,74748707.79344827,74433854.60431367
59,74853005.95979644,74483015.40275994
60,75195281.82292078,74548751.28878877
61,75296096.05341281,74694120.67511608
62,75782777.65790556,74906150.0305754
63,75863090.97898608,75109341.52189343
64,75938427.94399028,75354234.79816982
65,76003209.43534236,75550806.93525341
66,76058011.54934907,75671562.79778633
67,76597994.50360903,75736612.16171722
68,76769117.76161379,75835324.02338932
69,76845318.3422116,75956509.0733062
70,77238334.76880164,76202609.37487222
71,77238334.76880164,76508244.62758829
72,77238334.76880164,76753439.90577091
73,77963006.58465949,76897716.57841562
74,77977851.25982915,77057563.24898486
75,77977851.25982915,77198339.22100896
76,78452522.49340747,77469938.50354111
77,78707644.43066911,77729030.94548473
78,78857145.92131807,78013923.99218678
79,78955615.68162274,78209370.15469657
80,79152985.79806417,78498011.3209548
81,79156737.6626485,78710839.58080573
82,79239695.26140426,78775450.77634366
83,79394798.44327843,78960428.21818642
84,79394798.44327843,79034373.9848729
85,79541147.52492851,79180146.4025251
86,79564709.3803183,79219866.38169277
87,79653022.22530986,79288013.67245999
88,79653022.22530986,79355913.47872907
89,79762751.50539057,79423136.27733758
90,79832173.0366934,79491416.5659889
91,79870889.09305893,79514567.1313114
92,80069131.77107693,79592893.31549141
93,80238173.1047107,79688231.174545
94,80408385.61736234,79817446.67412536
95,80441695.36283284,80052562.1175249
96,80577831.3386137,80189306.7182234
97,80656268.11768325,80196974.27275823
98,80656268.11768325,80240851.32895604
99,80673013.77400178,80345535.0208805
100,80691707.50139076,80459618.7949411
